res/airport-time-windows/8/alpha_0.1.log,,,,,,,0
res/airport-time-windows/8/alpha_0.log,,,,,,,0
res/airport-time-windows/8/alpha_1.log,,,,,,,0
res/airport-time-windows/8/alpha_10000.log,,,,,,,0
res/airport-time-windows/8/alpha_f_-1.log,,,,,,,0
res/airport-time-windows/8/alpha_f_-10000.log,,,,,,,0
res/airport-time-windows/8/alpha_f_0.1.log,,,,,,,0
res/airport-time-windows/8/alpha_f_0.log,,,,,,,0
res/airport-time-windows/8/alpha_f_1.log,,,,,,,0
res/airport-time-windows/8/alpha_f_10000.log,,,,,,,0
res/airport-time-windows/8/alpha_ms_-1.log,,,,,,,0
res/airport-time-windows/8/alpha_ms_-10000.log,,,,,,,0
res/airport-time-windows/8/alpha_ms_0.1.log,,,,,,,0
res/airport-time-windows/8/alpha_ms_0.log,,,,,,,0
res/airport-time-windows/8/alpha_ms_1.log,,,,,,,0
res/airport-time-windows/8/alpha_ms_10000.log,,,,,,,0
res/airport-time-windows/8/h.log,,,,,,,0
res/airport-time-windows/8/h_fs.log,,,,,,,0
res/airport-time-windows/8/h_ms.log,,,,,,,0
res/airport-time-windows/9/alpha_-1.log,;;;; Solution Found,,0.61,428,104,431,208.168
res/airport-time-windows/9/alpha_-10000.log,;;;; Solution Found,,0.56,428,104,431,208.163
res/airport-time-windows/9/alpha_0.1.log,;;;; Solution Found,,0.63,428,104,431,208.172
res/airport-time-windows/9/alpha_0.log,;;;; Solution Found,,0.54,428,104,431,208.16
res/airport-time-windows/9/alpha_1.log,;;;; Solution Found,,0.60,428,104,431,208.169
res/airport-time-windows/9/alpha_10000.log,;;;; Solution Found,,0.63,428,104,431,208.171
res/airport-time-windows/9/alpha_f_-1.log,;;;; Solution Found,,0.62,428,104,431,208.172
res/airport-time-windows/9/alpha_f_-10000.log,;;;; Solution Found,,0.62,428,104,431,208.171
res/airport-time-windows/9/alpha_f_0.1.log,;;;; Solution Found,,0.64,428,104,431,208.174
res/airport-time-windows/9/alpha_f_0.log,;;;; Solution Found,,0.64,428,104,431,208.174
res/airport-time-windows/9/alpha_f_1.log,;;;; Solution Found,,0.64,428,104,431,208.174
res/airport-time-windows/9/alpha_f_10000.log,;;;; Solution Found,,0.63,428,104,431,208.172
res/airport-time-windows/9/alpha_ms_-1.log,;;;; Solution Found,,0.64,428,104,431,208.175
res/airport-time-windows/9/alpha_ms_-10000.log,;;;; Solution Found,,0.64,428,104,431,208.175
res/airport-time-windows/9/alpha_ms_0.1.log,;;;; Solution Found,,0.60,428,104,431,208.169
res/airport-time-windows/9/alpha_ms_0.log,;;;; Solution Found,,0.63,428,104,431,208.174
res/airport-time-windows/9/alpha_ms_1.log,;;;; Solution Found,,0.56,428,104,431,208.165
res/airport-time-windows/9/alpha_ms_10000.log,;;;; Solution Found,,0.65,428,104,431,208.175
res/airport-time-windows/9/h.log,;;;; Solution Found,,0.53,20,11,23,228.063
res/airport-time-windows/9/h_fs.log,;;;; Solution Found,,0.50,20,11,23,228.06
res/airport-time-windows/9/h_ms.log,;;;; Solution Found,,0.53,20,11,23,228.063
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_-1.log,,;;;; Problem Unsolvable,0.02,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_-10000.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_0.1.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_0.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_1.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_10000.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_f_-1.log,,;;;; Problem Unsolvable,0.02,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_f_-10000.log,,;;;; Problem Unsolvable,0.02,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_f_0.1.log,,;;;; Problem Unsolvable,0.02,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_f_0.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_f_1.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_f_10000.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_ms_-1.log,,;;;; Problem Unsolvable,0.02,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_ms_-10000.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_ms_0.1.log,,;;;; Problem Unsolvable,0.02,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_ms_0.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_ms_1.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/alpha_ms_10000.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/h.log,,;;;; Problem Unsolvable,0.02,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/h_fs.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/0/h_ms.log,,;;;; Problem Unsolvable,0.01,0,0,1,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_-1.log,,;;;; Problem Unsolvable,9.32,10882,2680,10869,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_-10000.log,,;;;; Problem Unsolvable,9.27,10174,2432,10162,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_0.1.log,,;;;; Problem Unsolvable,9.15,11643,2696,11592,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_0.log,,;;;; Problem Unsolvable,9.14,10520,2553,10484,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_1.log,,;;;; Problem Unsolvable,9.21,13349,2841,13329,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_10000.log,;;;; Solution Found,,0.90,2744,540,2741,20.902
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_f_-1.log,,;;;; Problem Unsolvable,9.35,11045,2683,11030,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_f_-10000.log,,;;;; Problem Unsolvable,9.27,10604,2562,10595,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_f_0.1.log,,;;;; Problem Unsolvable,9.21,12356,2846,12322,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_f_0.log,,;;;; Problem Unsolvable,9.11,11539,2827,11494,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_f_1.log,,;;;; Problem Unsolvable,9.17,12630,2674,12600,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_f_10000.log,;;;; Solution Found,,0.68,2302,407,2293,22.696
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_ms_-1.log,,;;;; Problem Unsolvable,9.31,11105,2726,11088,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_ms_-10000.log,,;;;; Problem Unsolvable,9.27,10131,2431,10123,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_ms_0.1.log,,;;;; Problem Unsolvable,9.21,12329,2803,12280,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_ms_0.log,,;;;; Problem Unsolvable,9.15,11435,2798,11391,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_ms_1.log,,;;;; Problem Unsolvable,9.17,12670,2729,12650,0
res/pipesworld-no-tankage-temporal-deadlines/1/alpha_ms_10000.log,;;;; Solution Found,,1.88,4526,1087,4503,21.894
res/pipesworld-no-tankage-temporal-deadlines/1/h.log,;;;; Solution Found,,0.69,2350,569,2344,16.726
res/pipesworld-no-tankage-temporal-deadlines/1/h_fs.log,;;;; Solution Found,,0.69,2350,569,2344,16.699
res/pipesworld-no-tankage-temporal-deadlines/1/h_ms.log,,;;;; Problem Unsolvable,9.23,12709,3325,12700,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_-1.log,,;;;; Problem Unsolvable,6.09,1291,303,1289,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_-10000.log,,;;;; Problem Unsolvable,6.17,1326,297,1321,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_0.1.log,,;;;; Problem Unsolvable,5.55,1127,267,1128,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_0.log,,;;;; Problem Unsolvable,6.10,1137,278,1137,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_1.log,,;;;; Problem Unsolvable,5.58,1084,259,1085,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_10000.log,,;;;; Problem Unsolvable,4.67,739,162,740,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_f_-1.log,,;;;; Problem Unsolvable,6.21,1244,287,1245,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_f_-10000.log,,;;;; Problem Unsolvable,6.18,1317,294,1309,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_f_0.1.log,,;;;; Problem Unsolvable,5.89,1048,249,1049,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_f_0.log,,;;;; Problem Unsolvable,6.07,1374,345,1375,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_f_1.log,,;;;; Problem Unsolvable,5.58,1130,268,1131,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_f_10000.log,,;;;; Problem Unsolvable,4.66,875,189,876,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_ms_-1.log,,;;;; Problem Unsolvable,6.10,1359,311,1359,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_ms_-10000.log,,;;;; Problem Unsolvable,6.26,1264,288,1264,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_ms_0.1.log,,;;;; Problem Unsolvable,5.58,1097,264,1098,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_ms_0.log,,;;;; Problem Unsolvable,6.05,1288,317,1289,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_ms_1.log,,;;;; Problem Unsolvable,5.79,1076,260,1077,0
res/pipesworld-no-tankage-temporal-deadlines/10/alpha_ms_10000.log,,;;;; Problem Unsolvable,4.66,766,172,767,0
res/pipesworld-no-tankage-temporal-deadlines/10/h.log,,;;;; Problem Unsolvable,6.21,1328,306,1321,0
res/pipesworld-no-tankage-temporal-deadlines/10/h_fs.log,,;;;; Problem Unsolvable,6.59,1541,348,1520,0
res/pipesworld-no-tankage-temporal-deadlines/10/h_ms.log,,;;;; Problem Unsolvable,6.35,1396,299,1377,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_-1.log,,;;;; Problem Unsolvable,5.16,1338,249,1339,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_-10000.log,,;;;; Problem Unsolvable,5.38,1559,288,1550,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_0.1.log,,;;;; Problem Unsolvable,4.93,1107,209,1108,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_0.log,,;;;; Problem Unsolvable,4.94,1242,234,1243,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_1.log,,;;;; Problem Unsolvable,4.67,1039,196,1040,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_10000.log,,;;;; Problem Unsolvable,4.16,851,161,852,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_f_-1.log,,;;;; Problem Unsolvable,5.38,1377,253,1370,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_f_-10000.log,,;;;; Problem Unsolvable,5.21,1340,249,1341,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_f_0.1.log,,;;;; Problem Unsolvable,4.69,1141,217,1142,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_f_0.log,,;;;; Problem Unsolvable,5.17,1331,253,1326,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_f_1.log,,;;;; Problem Unsolvable,4.74,1032,195,1033,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_f_10000.log,,;;;; Problem Unsolvable,4.04,899,166,900,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_ms_-1.log,,;;;; Problem Unsolvable,5.42,1414,265,1403,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_ms_-10000.log,,;;;; Problem Unsolvable,5.29,1290,239,1287,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_ms_0.1.log,,;;;; Problem Unsolvable,4.71,1127,217,1128,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_ms_0.log,,;;;; Problem Unsolvable,5.01,1318,250,1319,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_ms_1.log,,;;;; Problem Unsolvable,4.73,1037,197,1038,0
res/pipesworld-no-tankage-temporal-deadlines/11/alpha_ms_10000.log,,;;;; Problem Unsolvable,4.18,810,154,811,0
res/pipesworld-no-tankage-temporal-deadlines/11/h.log,,;;;; Problem Unsolvable,5.12,963,161,960,0
res/pipesworld-no-tankage-temporal-deadlines/11/h_fs.log,,;;;; Problem Unsolvable,5.26,1194,197,1182,0
res/pipesworld-no-tankage-temporal-deadlines/11/h_ms.log,,;;;; Problem Unsolvable,5.43,1410,259,1401,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_-1.log,,;;;; Problem Unsolvable,4.44,676,93,677,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_-10000.log,,;;;; Problem Unsolvable,4.49,658,90,659,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_0.1.log,,;;;; Problem Unsolvable,4.41,681,93,682,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_0.log,,;;;; Problem Unsolvable,4.43,719,96,720,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_1.log,,;;;; Problem Unsolvable,4.19,660,91,661,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_10000.log,,;;;; Problem Unsolvable,4.24,655,88,656,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_f_-1.log,,;;;; Problem Unsolvable,4.41,790,104,791,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_f_-10000.log,,;;;; Problem Unsolvable,4.44,798,104,799,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_f_0.1.log,,;;;; Problem Unsolvable,4.33,791,104,792,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_f_0.log,,;;;; Problem Unsolvable,4.34,699,95,700,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_f_1.log,,;;;; Problem Unsolvable,4.25,665,92,666,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_f_10000.log,,;;;; Problem Unsolvable,4.01,731,100,732,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_ms_-1.log,,;;;; Problem Unsolvable,4.36,755,101,756,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_ms_-10000.log,,;;;; Problem Unsolvable,4.51,796,104,797,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_ms_0.1.log,,;;;; Problem Unsolvable,4.38,785,103,786,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_ms_0.log,,;;;; Problem Unsolvable,4.34,785,103,786,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_ms_1.log,,;;;; Problem Unsolvable,4.05,749,102,750,0
res/pipesworld-no-tankage-temporal-deadlines/12/alpha_ms_10000.log,,;;;; Problem Unsolvable,4.20,657,88,658,0
res/pipesworld-no-tankage-temporal-deadlines/12/h.log,,;;;; Problem Unsolvable,4.61,873,144,874,0
res/pipesworld-no-tankage-temporal-deadlines/12/h_fs.log,,;;;; Problem Unsolvable,4.55,764,128,765,0
res/pipesworld-no-tankage-temporal-deadlines/12/h_ms.log,,;;;; Problem Unsolvable,4.08,592,69,593,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_-1.log,,;;;; Problem Unsolvable,7.12,1402,181,1400,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_-10000.log,,;;;; Problem Unsolvable,7.32,1249,165,1250,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_0.1.log,,;;;; Problem Unsolvable,6.49,1291,168,1292,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_0.log,,;;;; Problem Unsolvable,6.77,1179,154,1180,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_1.log,,;;;; Problem Unsolvable,6.24,1061,142,1062,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_10000.log,,;;;; Problem Unsolvable,5.85,1026,121,1027,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_f_-1.log,,;;;; Problem Unsolvable,7.11,1421,184,1416,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_f_-10000.log,,;;;; Problem Unsolvable,7.29,1259,166,1260,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_f_0.1.log,,;;;; Problem Unsolvable,6.51,1286,167,1287,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_f_0.log,,;;;; Problem Unsolvable,6.61,1308,169,1309,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_f_1.log,,;;;; Problem Unsolvable,6.57,1283,172,1284,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_f_10000.log,,;;;; Problem Unsolvable,5.76,901,106,902,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_ms_-1.log,,;;;; Problem Unsolvable,7.11,1400,180,1392,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_ms_-10000.log,,;;;; Problem Unsolvable,7.21,1361,177,1362,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_ms_0.1.log,,;;;; Problem Unsolvable,6.67,1283,166,1284,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_ms_0.log,,;;;; Problem Unsolvable,6.64,1289,166,1290,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_ms_1.log,,;;;; Problem Unsolvable,5.88,1033,138,1034,0
res/pipesworld-no-tankage-temporal-deadlines/13/alpha_ms_10000.log,,;;;; Problem Unsolvable,5.75,889,105,890,0
res/pipesworld-no-tankage-temporal-deadlines/13/h.log,,;;;; Problem Unsolvable,6.69,1427,170,1414,0
res/pipesworld-no-tankage-temporal-deadlines/13/h_fs.log,,;;;; Problem Unsolvable,7.14,1343,164,1329,0
res/pipesworld-no-tankage-temporal-deadlines/13/h_ms.log,,;;;; Problem Unsolvable,8.00,1377,174,1378,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_-1.log,,;;;; Problem Unsolvable,4.51,1006,164,990,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_-10000.log,,;;;; Problem Unsolvable,4.57,931,144,917,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_0.1.log,,;;;; Problem Unsolvable,4.51,1027,166,1011,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_0.log,,;;;; Problem Unsolvable,4.43,1025,166,1009,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_1.log,,;;;; Problem Unsolvable,4.13,975,161,972,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_10000.log,,;;;; Problem Unsolvable,3.93,753,113,754,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_f_-1.log,,;;;; Problem Unsolvable,4.46,1042,169,1026,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_f_-10000.log,,;;;; Problem Unsolvable,4.51,887,136,882,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_f_0.1.log,,;;;; Problem Unsolvable,4.42,1020,164,1010,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_f_0.log,,;;;; Problem Unsolvable,4.66,1280,211,1265,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_f_1.log,,;;;; Problem Unsolvable,4.26,978,159,968,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_f_10000.log,,;;;; Problem Unsolvable,3.82,752,112,753,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_ms_-1.log,,;;;; Problem Unsolvable,4.80,1264,204,1238,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_ms_-10000.log,,;;;; Problem Unsolvable,4.55,931,144,919,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_ms_0.1.log,,;;;; Problem Unsolvable,4.51,1203,200,1194,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_ms_0.log,,;;;; Problem Unsolvable,4.45,1028,166,1017,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_ms_1.log,,;;;; Problem Unsolvable,4.40,931,147,925,0
res/pipesworld-no-tankage-temporal-deadlines/14/alpha_ms_10000.log,,;;;; Problem Unsolvable,3.94,744,107,745,0
res/pipesworld-no-tankage-temporal-deadlines/14/h.log,,;;;; Problem Unsolvable,4.38,1114,168,1074,0
res/pipesworld-no-tankage-temporal-deadlines/14/h_fs.log,,;;;; Problem Unsolvable,4.34,1266,188,1226,0
res/pipesworld-no-tankage-temporal-deadlines/14/h_ms.log,,;;;; Problem Unsolvable,4.46,826,140,822,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_-1.log,,;;;; Problem Unsolvable,20.30,4528,574,4494,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_-10000.log,,;;;; Problem Unsolvable,20.29,4835,618,4823,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_0.1.log,,;;;; Problem Unsolvable,17.03,3501,440,3502,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_0.log,,;;;; Problem Unsolvable,20.18,4600,633,4590,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_1.log,,;;;; Problem Unsolvable,16.50,3694,467,3695,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_10000.log,,;;;; Problem Unsolvable,16.52,3269,397,3270,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_f_-1.log,,;;;; Problem Unsolvable,20.29,4737,604,4709,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_f_-10000.log,,;;;; Problem Unsolvable,20.29,4333,549,4321,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_f_0.1.log,,;;;; Problem Unsolvable,16.87,3445,430,3446,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_f_0.log,,;;;; Problem Unsolvable,20.18,4679,646,4666,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_f_1.log,,;;;; Problem Unsolvable,17.02,3530,442,3529,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_f_10000.log,,;;;; Problem Unsolvable,16.51,3325,405,3326,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_ms_-1.log,,;;;; Problem Unsolvable,20.30,4841,617,4813,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_ms_-10000.log,,;;;; Problem Unsolvable,20.29,4375,551,4362,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_ms_0.1.log,,;;;; Problem Unsolvable,17.19,3514,439,3515,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_ms_0.log,,;;;; Problem Unsolvable,20.18,4577,629,4564,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_ms_1.log,,;;;; Problem Unsolvable,17.32,3546,446,3547,0
res/pipesworld-no-tankage-temporal-deadlines/15/alpha_ms_10000.log,,;;;; Problem Unsolvable,16.51,3501,423,3502,0
res/pipesworld-no-tankage-temporal-deadlines/15/h.log,,;;;; Problem Unsolvable,20.19,3988,492,3969,0
res/pipesworld-no-tankage-temporal-deadlines/15/h_fs.log,,;;;; Problem Unsolvable,20.22,4411,550,4384,0
res/pipesworld-no-tankage-temporal-deadlines/15/h_ms.log,,;;;; Problem Unsolvable,20.21,5483,696,5469,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_-1.log,,;;;; Problem Unsolvable,3.91,561,43,562,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_-10000.log,,;;;; Problem Unsolvable,3.04,345,25,346,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_0.1.log,,;;;; Problem Unsolvable,3.30,417,31,418,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_0.log,,;;;; Problem Unsolvable,3.58,489,37,490,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_1.log,,;;;; Problem Unsolvable,3.46,417,31,418,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_10000.log,,;;;; Problem Unsolvable,3.89,561,43,562,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_f_-1.log,,;;;; Problem Unsolvable,3.27,417,31,418,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_f_-10000.log,,;;;; Problem Unsolvable,3.87,561,43,562,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_f_0.1.log,,;;;; Problem Unsolvable,3.84,556,43,557,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_f_0.log,,;;;; Problem Unsolvable,3.56,489,37,490,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_f_1.log,,;;;; Problem Unsolvable,3.34,412,31,413,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_f_10000.log,,;;;; Problem Unsolvable,3.62,502,38,503,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_ms_-1.log,,;;;; Problem Unsolvable,3.34,417,31,418,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_ms_-10000.log,,;;;; Problem Unsolvable,3.81,544,42,545,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_ms_0.1.log,,;;;; Problem Unsolvable,3.38,417,31,418,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_ms_0.log,,;;;; Problem Unsolvable,3.56,489,37,490,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_ms_1.log,,;;;; Problem Unsolvable,3.64,484,37,485,0
res/pipesworld-no-tankage-temporal-deadlines/16/alpha_ms_10000.log,,;;;; Problem Unsolvable,3.44,417,31,418,0
res/pipesworld-no-tankage-temporal-deadlines/16/h.log,,;;;; Problem Unsolvable,3.78,552,47,553,0
res/pipesworld-no-tankage-temporal-deadlines/16/h_fs.log,,;;;; Problem Unsolvable,4.01,519,44,520,0
res/pipesworld-no-tankage-temporal-deadlines/16/h_ms.log,,;;;; Problem Unsolvable,3.93,489,38,490,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_-1.log,,;;;; Problem Unsolvable,2.15,219,15,207,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_-10000.log,,;;;; Problem Unsolvable,2.14,240,16,229,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_0.1.log,,;;;; Problem Unsolvable,2.14,240,16,228,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_0.log,,;;;; Problem Unsolvable,2.13,238,16,234,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_1.log,,;;;; Problem Unsolvable,2.09,232,15,225,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_10000.log,,;;;; Problem Unsolvable,2.10,268,18,263,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_f_-1.log,,;;;; Problem Unsolvable,2.12,219,15,210,0
res/pipesworld-no-tankage-temporal-deadlines/17/alpha_f_-10000.log,,;;;; Problem Unsolvable,2.13,240,16,224,0
