res/airport-time-windows/13/h.log,,,,,,,0
res/airport-time-windows/13/h_fs.log,,,,,,,0
res/airport-time-windows/13/h_ms.log,,,,,,,0
res/airport-time-windows/14/alpha_-1.log,,,,,,,0
res/airport-time-windows/14/alpha_-10000.log,,,,,,,0
res/airport-time-windows/14/alpha_0.1.log,,,,,,,0
res/airport-time-windows/14/alpha_0.log,,,,,,,0
res/airport-time-windows/14/alpha_1.log,,,,,,,0
res/airport-time-windows/14/alpha_10000.log,,,,,,,0
res/airport-time-windows/14/alpha_f_-1.log,,,,,,,0
res/airport-time-windows/14/alpha_f_-10000.log,,,,,,,0
res/airport-time-windows/14/alpha_f_0.1.log,,,,,,,0
res/airport-time-windows/14/alpha_f_0.log,,,,,,,0
res/airport-time-windows/14/alpha_f_1.log,,,,,,,0
res/airport-time-windows/14/alpha_f_10000.log,,,,,,,0
res/airport-time-windows/14/alpha_ms_-1.log,,,,,,,0
res/airport-time-windows/14/alpha_ms_-10000.log,,,,,,,0
res/airport-time-windows/14/alpha_ms_0.1.log,,,,,,,0
res/airport-time-windows/14/alpha_ms_0.log,,,,,,,0
res/airport-time-windows/14/alpha_ms_1.log,,,,,,,0
res/airport-time-windows/14/alpha_ms_10000.log,,,,,,,0
res/airport-time-windows/14/h.log,,,,,,,0
res/airport-time-windows/14/h_fs.log,,,,,,,0
res/airport-time-windows/14/h_ms.log,,,,,,,0
res/airport-time-windows/15/alpha_-1.log,,,,,,,0
res/airport-time-windows/15/alpha_-10000.log,,,,,,,0
res/airport-time-windows/15/alpha_0.1.log,,,,,,,0
res/airport-time-windows/15/alpha_0.log,,,,,,,0
res/airport-time-windows/15/alpha_1.log,,,,,,,0
res/airport-time-windows/15/alpha_10000.log,,,,,,,0
res/airport-time-windows/15/alpha_f_-1.log,,,,,,,0
res/airport-time-windows/15/alpha_f_-10000.log,,,,,,,0
res/airport-time-windows/15/alpha_f_0.1.log,,,,,,,0
res/airport-time-windows/15/alpha_f_0.log,,,,,,,0
res/airport-time-windows/15/alpha_f_1.log,,,,,,,0
res/airport-time-windows/15/alpha_f_10000.log,,,,,,,0
res/airport-time-windows/15/alpha_ms_-1.log,,,,,,,0
res/airport-time-windows/15/alpha_ms_-10000.log,,,,,,,0
res/airport-time-windows/15/alpha_ms_0.1.log,,,,,,,0
res/airport-time-windows/15/alpha_ms_0.log,,,,,,,0
res/airport-time-windows/15/alpha_ms_1.log,,,,,,,0
res/airport-time-windows/15/alpha_ms_10000.log,,,,,,,0
res/airport-time-windows/15/h.log,,,,,,,0
res/airport-time-windows/15/h_fs.log,,,,,,,0
res/airport-time-windows/15/h_ms.log,,,,,,,0
res/airport-time-windows/16/alpha_-1.log,,,,,,,0
res/airport-time-windows/16/alpha_-10000.log,,,,,,,0
res/airport-time-windows/16/alpha_0.1.log,,,,,,,0
res/airport-time-windows/16/alpha_0.log,,,,,,,0
res/airport-time-windows/16/alpha_1.log,,,,,,,0
res/airport-time-windows/16/alpha_10000.log,,,,,,,0
res/airport-time-windows/16/alpha_f_-1.log,,,,,,,0
res/airport-time-windows/16/alpha_f_-10000.log,,,,,,,0
res/airport-time-windows/16/alpha_f_0.1.log,,,,,,,0
res/airport-time-windows/16/alpha_f_0.log,,,,,,,0
res/airport-time-windows/16/alpha_f_1.log,,,,,,,0
res/airport-time-windows/16/alpha_f_10000.log,,,,,,,0
res/airport-time-windows/16/alpha_ms_-1.log,,,,,,,0
res/airport-time-windows/16/alpha_ms_-10000.log,,,,,,,0
res/airport-time-windows/16/alpha_ms_0.1.log,,,,,,,0
res/airport-time-windows/16/alpha_ms_0.log,,,,,,,0
res/airport-time-windows/16/alpha_ms_1.log,,,,,,,0
res/airport-time-windows/16/alpha_ms_10000.log,,,,,,,0
res/airport-time-windows/16/h.log,,,,,,,0
res/airport-time-windows/16/h_fs.log,,,,,,,0
res/airport-time-windows/16/h_ms.log,,,,,,,0
res/airport-time-windows/17/alpha_-1.log,,,,,,,0
res/airport-time-windows/17/alpha_-10000.log,,,,,,,0
res/airport-time-windows/17/alpha_0.1.log,,,,,,,0
res/airport-time-windows/17/alpha_0.log,,,,,,,0
res/airport-time-windows/17/alpha_1.log,,,,,,,0
res/airport-time-windows/17/alpha_10000.log,,,,,,,0
res/airport-time-windows/17/alpha_f_-1.log,,,,,,,0
res/airport-time-windows/17/alpha_f_-10000.log,,,,,,,0
res/airport-time-windows/17/alpha_f_0.1.log,,,,,,,0
res/airport-time-windows/17/alpha_f_0.log,,,,,,,0
res/airport-time-windows/17/alpha_f_1.log,,,,,,,0
res/airport-time-windows/17/alpha_f_10000.log,,,,,,,0
res/airport-time-windows/17/alpha_ms_-1.log,,,,,,,0
res/airport-time-windows/17/alpha_ms_-10000.log,,,,,,,0
res/airport-time-windows/17/alpha_ms_0.1.log,,,,,,,0
res/airport-time-windows/17/alpha_ms_0.log,,,,,,,0
res/airport-time-windows/17/alpha_ms_1.log,,,,,,,0
res/airport-time-windows/17/alpha_ms_10000.log,,,,,,,0
res/airport-time-windows/17/h.log,,,,,,,0
res/airport-time-windows/17/h_fs.log,,,,,,,0
res/airport-time-windows/17/h_ms.log,,,,,,,0
res/airport-time-windows/18/alpha_-1.log,,,,,,,0
res/airport-time-windows/18/alpha_-10000.log,,,,,,,0
res/airport-time-windows/18/alpha_0.1.log,,,,,,,0
res/airport-time-windows/18/alpha_0.log,,,,,,,0
res/airport-time-windows/18/alpha_1.log,,,,,,,0
res/airport-time-windows/18/alpha_10000.log,,,,,,,0
res/airport-time-windows/18/alpha_f_-1.log,,,,,,,0
res/airport-time-windows/18/alpha_f_-10000.log,,,,,,,0
res/airport-time-windows/18/alpha_f_0.1.log,,,,,,,0
res/airport-time-windows/18/alpha_f_0.log,,,,,,,0
res/airport-time-windows/18/alpha_f_1.log,,,,,,,0
res/airport-time-windows/18/alpha_f_10000.log,,,,,,,0
res/airport-time-windows/18/alpha_ms_-1.log,,,,,,,0
res/airport-time-windows/18/alpha_ms_-10000.log,,,,,,,0
res/airport-time-windows/18/alpha_ms_0.1.log,,,,,,,0
res/airport-time-windows/18/alpha_ms_0.log,,,,,,,0
res/airport-time-windows/18/alpha_ms_1.log,,,,,,,0
res/airport-time-windows/18/alpha_ms_10000.log,,,,,,,0
res/airport-time-windows/18/h.log,,,,,,,0
res/airport-time-windows/18/h_fs.log,,,,,,,0
res/airport-time-windows/18/h_ms.log,,,,,,,0
res/airport-time-windows/19/alpha_-1.log,,,,,,,0
res/airport-time-windows/19/alpha_-10000.log,,,,,,,0
res/airport-time-windows/19/alpha_0.1.log,,,,,,,0
res/airport-time-windows/19/alpha_0.log,,,,,,,0
res/airport-time-windows/19/alpha_1.log,,,,,,,0
res/airport-time-windows/19/alpha_10000.log,,,,,,,0
res/airport-time-windows/19/alpha_f_-1.log,,,,,,,0
res/airport-time-windows/19/alpha_f_-10000.log,,,,,,,0
res/airport-time-windows/19/alpha_f_0.1.log,,,,,,,0
res/airport-time-windows/19/alpha_f_0.log,,,,,,,0
res/airport-time-windows/19/alpha_f_1.log,,,,,,,0
res/airport-time-windows/19/alpha_f_10000.log,,,,,,,0
res/airport-time-windows/19/alpha_ms_-1.log,,,,,,,0
res/airport-time-windows/19/alpha_ms_-10000.log,,,,,,,0
res/airport-time-windows/19/alpha_ms_0.1.log,,,,,,,0
res/airport-time-windows/19/alpha_ms_0.log,,,,,,,0
res/airport-time-windows/19/alpha_ms_1.log,,,,,,,0
res/airport-time-windows/19/alpha_ms_10000.log,,,,,,,0
res/airport-time-windows/19/h.log,,,,,,,0
res/airport-time-windows/19/h_fs.log,,,,,,,0
res/airport-time-windows/19/h_ms.log,,,,,,,0
res/airport-time-windows/2/alpha_-1.log,;;;; Solution Found,,0.53,1506,452,1494,200.495
res/airport-time-windows/2/alpha_-10000.log,;;;; Solution Found,,0.56,1506,452,1494,200.523
